Time,Closing,Dividen yield,Growth,conti,annual,Dividen,DividenMonth,warton,,
40360,11713.43,2.78,1.017111128,0.016966381,0.203596578,0.027420596,0.002312658,27.1205,0.002312658,0.00228505
40391,11913.86,2.75,1.038173187,0.037462617,0.449551406,0.027128667,0.002289255,27.3051,0.002289255,0.002260722
40422,12368.65,2.62,1.024868518,0.02456433,0.294771955,0.02586266,0.002183528,27.0368,0.002183528,0.002155222
40452,12676.24,2.56,1.021823506,0.021588782,0.259065386,0.025277807,0.002133049,27.0679,0.002133049,0.002106484
40483,12952.88,2.54,1.037855674,0.037156732,0.44588079,0.02508278,0.002112085,27.3865,0.002112085,0.002090232
40513,13443.22,2.45,1.008091067,0.00805851,0.096702123,0.024204689,0.002038563,27.4328,0.002038563,0.002017057
40544,13551.99,2.38,1.043130935,0.042226705,0.506720461,0.023521195,0.001979719,26.8557,0.001979719,0.0019601
40575,14136.5,2.31,0.998556927,-0.001444115,-0.017329382,0.022837234,0.001919573,27.1621,0.001919573,0.001903103
40603,14116.1,2.32,0.987864212,-0.012210028,-0.146520338,0.022934971,0.001934654,27.3362,0.001934654,0.001911248
40634,13944.79,2.37,0.989823439,-0.010228696,-0.122744349,0.023423515,0.001969276,27.4882,0.001969276,0.00195196
40664,13802.88,2.43,0.963630054,-0.037047819,-0.444573833,0.024009452,0.002026674,28.0023,0.002026674,0.002000788
40695,13300.87,2.51,0.973291973,-0.027071167,-0.324854006,0.024790169,0.002092214,27.8574,0.002092214,0.002065847
40725,12945.63,2.59,0.98633284,-0.013761416,-0.165136988,0.025570276,0.00215338,27.9069,0.00215338,0.002130856
40756,12768.7,2.62,0.910338562,-0.093938702,-1.127264427,0.02586266,0.00217992,27.8651,0.00217992,0.002155222
40787,11623.84,2.9,1.054045823,0.052635925,0.631631095,0.028587457,0.002411267,28.062,0.002411267,0.002382288
40817,12252.06,2.74,0.996086372,-0.003921306,-0.04705567,0.027031339,0.00228168,27.9872,0.00228168,0.002252612
40848,12204.11,2.77,0.979595399,-0.020615651,-0.247387814,0.027323296,0.00230593,28.1743,0.00230593,0.002276941
40878,11955.09,2.85,1.04157727,0.04073617,0.488834036,0.02810143,0.002371906,28.39,0.002371906,0.002341786
40909,12452.15,2.76,1.015407781,0.015290286,0.183483438,0.027225986,0.002296122,28.6245,0.002296122,0.002268832
40940,12644.01,2.76,0.980083059,-0.020117957,-0.241415481,0.027225986,0.002298415,29.0946,0.002298415,0.002268832
40969,12392.18,2.88,0.99197155,-0.008060852,-0.096730221,0.028393075,0.002396365,29.7318,0.002396365,0.00236609
41000,12292.69,2.91,0.936589957,-0.065509705,-0.78611646,0.028684634,0.002418796,29.7695,0.002418796,0.002390386
41030,11513.21,3.17,1.00723951,0.007213431,0.086561168,0.031207927,0.002635545,30.3836,0.002635545,0.002600661
41061,11596.56,3.15,1.005876743,0.005859542,0.070314505,0.031014054,0.002625124,30.4824,0.002625124,0.002584505
41091,11664.71,3.1,1.024394091,0.024101307,0.289215688,0.030529205,0.002582966,30.1685,0.002582966,0.0025441
41122,11949.26,3.07,1.030813624,0.030348416,0.364180995,0.030238183,0.002557513,30.5995,0.002557513,0.002519849
41153,12317.46,3,1.008561018,0.008524581,0.102294967,0.029558802,0.002498787,30.8172,0.002498787,0.002463234
41183,12422.91,2.99,0.985224879,-0.01488536,-0.178624325,0.02946171,0.002486131,30.9234,0.002486131,0.002455143
41214,12239.36,3.04,1.015864392,0.015739867,0.188878409,0.029947076,0.002533889,31.0525,0.002533889,0.00249559
41244,12433.53,3.03,1.020244452,0.020042257,0.240507088,0.029850022,0.002523938,31.4211,0.002523938,0.002487502
41275,12685.24,3.02,1.010767632,0.010710074,0.12852089,0.029752958,0.00251061,31.8877,0.00251061,0.002479413
41306,12821.83,3.07,0.994390036,-0.005625759,-0.067509103,0.030238183,0.002554132,32.7905,0.002554132,0.002519849
41334,12749.9,3.1,0.976988055,-0.023280853,-0.279370241,0.030529205,0.002582471,32.9688,0.002582471,0.0025441
41365,12456.5,3.18,1.015567776,0.015447841,0.185374094,0.03130485,0.002648054,33.0292,0.002648054,0.002608738
41395,12650.42,3.21,0.958791092,-0.042082068,-0.504984813,0.031595562,0.002667583,33.7911,0.002667583,0.002632964
41426,12129.11,3.37,1.029477019,0.029050924,0.348611091,0.033144599,0.002801192,34.0236,0.002801192,0.00276205
41456,12486.64,3.26,1.013395117,0.013306195,0.159674344,0.032079893,0.002709841,33.8827,0.002709841,0.002673324
41487,12653.9,3.18,1.010534302,0.010479203,0.12575043,0.03130485,0.002649235,33.5676,0.002649235,0.002608738
41518,12787.2,3.14,1.044893331,0.043914804,0.526977653,0.030917103,0.002616132,33.4968,0.002616132,0.002576425
41548,13361.26,3.02,1.002555148,0.002551889,0.030622673,0.029752958,0.002511046,33.5929,0.002511046,0.002479413
41579,13395.4,3.01,1.016882661,0.016741733,0.200900796,0.029655885,0.002505533,33.6047,0.002505533,0.002471324
41609,13621.55,2.96,1.005387786,0.005373324,0.064479889,0.029170377,0.002464389,33.6102,0.002464389,0.002430865
41640,13694.94,2.97,1.037579573,0.036890667,0.442688007,0.029267498,0.002475295,33.941,0.002475295,0.002438958
41671,14209.59,2.91,1.008847546,0.008808636,0.105703629,0.028684634,0.002419533,34.4222,0.002419533,0.002390386
41699,14335.31,2.9,1.022082536,0.021842248,0.262106974,0.028587457,0.002415271,34.6655,0.002415271,0.002382288
41730,14651.87,2.84,0.99674376,-0.003261553,-0.039138633,0.028004196,0.002367153,34.7243,0.002367153,0.002333683
41760,14604.16,2.87,1.037102442,0.036430711,0.437168536,0.028295869,0.002386579,34.8956,0.002386579,0.002357989
41791,15146.01,2.76,1.012196612,0.012122832,0.145473986,0.027225986,0.002301172,34.8937,0.002301172,0.002268832
41821,15330.74,2.76,1.019241733,0.019058951,0.228707417,0.027225986,0.002293688,35.2043,0.002293688,0.002268832
41852,15625.73,2.72,0.957427909,-0.043504852,-0.52205822,0.026836654,0.002263194,35.4041,0.002263194,0.002236388
41883,14960.51,2.85,0.976792903,-0.023480621,-0.281767456,0.02810143,0.002368109,35.4701,0.002368109,0.002341786
41913,14613.32,2.92,1.008990428,0.008950255,0.107403055,0.028781801,0.002428973,35.5385,0.002428973,0.002398483
41944,14744.7,2.91,0.992386417,-0.007642714,-0.091712574,0.028684634,0.002422538,35.7629,0.002422538,0.002390386
41974,14632.44,2.95,1.002804727,0.002800801,0.033609613,0.029073247,0.002458922,36.0243,0.002458922,0.002422771
42005,14673.48,2.96,1.038222698,0.037510307,0.450123688,0.029170377,0.002464535,36.2079,0.002464535,0.002430865
42036,15234.34,2.88,0.978213694,-0.022027132,-0.264325587,0.028393075,0.002397634,36.5702,0.002397634,0.00236609
42064,14902.44,2.91,1.021612568,0.021382328,0.256587937,0.028684634,0.002419714,36.1033,0.002419714,0.002390386
42095,15224.52,2.82,0.986178218,-0.013918192,-0.16701831,0.027809701,0.002345053,35.7442,0.002345053,0.002317475
42125,15014.09,2.88,0.969311493,-0.03116926,-0.374031122,0.028393075,0.002398924,36.0609,0.002398924,0.00236609
42156,14553.33,2.97,0.994166971,-0.005850108,-0.070201294,0.029267498,0.002471271,36.0097,0.002471271,0.002438958
42186,14468.44,3.02,0.957886268,-0.043026226,-0.516314711,0.029752958,0.002511082,36.3771,0.002511082,0.002479413
42217,13859.12,3.09,0.960159087,-0.040656293,-0.487875517,0.030432207,0.002572307,35.6958,0.002572307,0.002536017
42248,13306.96,3.23,1.01669878,0.016560889,0.198730662,0.031789322,0.002690704,35.8533,0.002690704,0.00264911
42278,13529.17,3.17,0.995613922,-0.004395725,-0.052748705,0.031207927,0.002637951,35.7364,0.002637951,0.002600661
42309,13469.83,3.19,0.965858515,-0.03473792,-0.416855045,0.031401763,0.00265223,35.7725,0.00265223,0.002616814
42339,13009.95,3.32,0.985563357,-0.014541865,-0.17450238,0.032660782,0.002760394,35.9622,0.002760394,0.002721732
42370,12822.13,3.33,1.002980784,0.00297635,0.035716203,0.032757564,0.002770635,35.5747,0.002770635,0.002729797
42401,12860.35,3.28,1.049299591,0.048122886,0.577474629,0.032273561,0.002729533,35.1507,0.002729533,0.002689463
42430,13494.36,3.11,1.03387267,0.033311625,0.399739502,0.030626194,0.00258649,34.9482,0.00258649,0.002552183
42461,13951.45,3,1.008194847,0.008161452,0.09793742,0.029558802,0.002496578,34.8744,0.002496578,0.002463234
42491,14065.78,3.01,0.999911843,-8.82E-05,-0.001057933,0.029655885,0.002504394,35.2704,0.002504394,0.002471324
42522,14064.54,2.99,1.036844433,0.036181901,0.434182818,0.02946171,0.00248477,34.9906,0.00248477,0.002455143
